filename,mjd,rv_sci_mean_kms,rv_cal_mean_kms
EtalonEtalon_R03_20260421110001_deg0_sp.fits,61151.463989510,0.03098008370103987,0.03917271341059002
EtalonEtalon_R04_20260421050002_deg0_sp.fits,61151.216212813,0.043809819166915565,0.05269333257776425
EtalonEtalon_R04_20260421080001_deg0_sp.fits,61151.341211553,0.04077396994968027,0.049540559251248034
EtalonEtalon_R04_20260421110001_deg0_sp.fits,61151.466210345,0.030878358510481686,0.03960041678711202
EtalonEtalon_R05_20260421050002_deg0_sp.fits,61151.218433650,0.04465454633792626,0.051898286621440415
EtalonEtalon_R05_20260421080001_deg0_sp.fits,61151.343432389,0.04123284633293273,0.050409364185254726
EtalonEtalon_R05_20260421110001_deg0_sp.fits,61151.468431182,0.03244384821685465,0.040618485731257356
EtalonEtalon_R06_20260421050002_deg0_sp.fits,61151.220654486,0.044256237467917424,0.053721569790686485
EtalonEtalon_R06_20260421080001_deg0_sp.fits,61151.345653226,0.04247360850317967,0.04889216535720045
EtalonEtalon_R06_20260421110001_deg0_sp.fits,61151.470652017,0.032078743394331234,0.03996232978626892
EtalonEtalon_R07_20260421050002_deg0_sp.fits,61151.222875322,0.044718079217862874,0.05405456101091534
EtalonEtalon_R07_20260421080001_deg0_sp.fits,61151.347874062,0.04059894285540209,0.04942772990267775
EtalonEtalon_R07_20260421110001_deg0_sp.fits,61151.472872851,0.031055241631103448,0.039072285172762795
EtalonEtalon_R08_20260421050002_deg0_sp.fits,61151.225096159,0.04529820222398486,0.052343766826895045
EtalonEtalon_R08_20260421080001_deg0_sp.fits,61151.350094899,0.041372638512953086,0.05031566508082024
EtalonEtalon_R08_20260421110001_deg0_sp.fits,61151.475093686,0.03133188183690951,0.03911847853130707
EtalonEtalon_R09_20260421050002_deg0_sp.fits,61151.227316995,0.04447198043973447,0.05173720680145075
EtalonEtalon_R09_20260421080001_deg0_sp.fits,61151.352315735,0.041774996112927745,0.050283902236462216
EtalonEtalon_R09_20260421110001_deg0_sp.fits,61151.477314522,0.03247104199423798,0.039871846549665406
EtalonEtalon_R10_20260421050002_deg0_sp.fits,61151.229537830,0.043072894555405083,0.05257156219882991
EtalonEtalon_R10_20260421080001_deg0_sp.fits,61151.354536570,0.04118271646067629,0.05083243327494663
EtalonEtalon_R10_20260421110001_deg0_sp.fits,61151.479535359,0.03142155695788397,0.04013178000758452
EtalonEtalon_R11_20260421050002_deg0_sp.fits,61151.231758665,0.042960751276672385,0.04995264796452721
EtalonEtalon_R11_20260421080001_deg0_sp.fits,61151.356757405,0.04067675083962192,0.049973850206817785
EtalonEtalon_R11_20260421110001_deg0_sp.fits,61151.481756195,0.031744079667411204,0.03898452815046061
EtalonEtalon_R12_20260421050002_deg0_sp.fits,61151.233979499,0.04238094790304588,0.05197392693694503
EtalonEtalon_R12_20260421080001_deg0_sp.fits,61151.358978240,0.041048926091170716,0.052058745816586344
EtalonEtalon_R12_20260421110001_deg0_sp.fits,61151.483977032,0.029523954239346225,0.03857971698405305
EtalonEtalon_R13_20260421050002_deg0_sp.fits,61151.236200334,0.043015209607086935,0.0513821467470936
